Country,State,District,X,Y
India,Telangana,Khammam,80.6791,17.59
India,Telangana,Mahbubnagar,78.1404,16.4934
India,Telangana,Medak,78.2108,17.8849
India,Telangana,Nalgonda,79.2815,17.0619
India,Telangana,Nizamabad,78.1394,18.524
India,Telangana,Ranga Reddy,78.1722,17.2841
India,Telangana,Warangal,79.7917,17.95
India,Tripura,Dhalai,91.9103,23.821
India,Tripura,Gomati,91.619,23.5052
India,Tripura,Khowai,91.6559,23.9446
India,Tripura,North Tripura,92.2148,24.0967
India,Tripura,Sipahijala,91.3327,23.5751
India,Tripura,South Tripura,91.5817,23.1982
India,Tripura,Unokoti,92.0469,24.1897
India,Tripura,West Tripura,91.3972,23.8764
India,Uttar Pradesh,Agra,78.0629,27.0075
India,Uttar Pradesh,Aligarh,78.0772,27.9262
India,Uttar Pradesh,Allahabad,81.9648,25.2999
India,Uttar Pradesh,Ambedkar Nagar,82.6598,26.4237
India,Uttar Pradesh,Amethi,81.6308,26.2868
India,Uttar Pradesh,Amroha,78.3491,28.8434
India,Uttar Pradesh,Auraiya,79.4495,26.6499
India,Uttar Pradesh,Azamgarh,83.0412,26.0552
India,Uttar Pradesh,Baghpat,77.3026,29.06
India,Uttar Pradesh,Bahraich,81.4126,27.7415
India,Uttar Pradesh,Ballia,84.0969,25.8775
India,Uttar Pradesh,Balrampur,82.3688,27.4871
India,Uttar Pradesh,Banda,80.5526,25.4712
India,Uttar Pradesh,Barabanki,81.3717,26.9167
India,Uttar Pradesh,Bareilly,79.4111,28.4555
India,Uttar Pradesh,Basti,82.6064,26.7899
India,Uttar Pradesh,Bijnor,78.3868,29.3928
India,Uttar Pradesh,Budaun,79.0316,28.0865
India,Uttar Pradesh,Bulandshahr,77.9992,28.3667
India,Uttar Pradesh,Chandauli,83.2528,25.1395
India,Uttar Pradesh,Chitrakoot,81.0813,25.2089
India,Uttar Pradesh,Deoria,83.8274,26.4255
India,Uttar Pradesh,Etah,78.702,27.5177
India,Uttar Pradesh,Etawah,79.0814,26.7895
India,Uttar Pradesh,Faizabad,82.0705,26.6347
India,Uttar Pradesh,Farrukhabad,79.4515,27.4363
India,Uttar Pradesh,Fatehpur,80.7982,25.8779
India,Uttar Pradesh,Firozabad,78.4567,27.206
India,Uttar Pradesh,Gautam Buddha Nagar,77.5374,28.3958
India,Uttar Pradesh,Ghaziabad,77.4763,28.7785
India,Uttar Pradesh,Ghazipur,83.5476,25.6247
India,Uttar Pradesh,Gonda,82.0125,27.0877
India,Uttar Pradesh,Gorakhpur,83.3599,26.6257
India,Uttar Pradesh,Hamirpur,79.8707,25.7366
India,Uttar Pradesh,Hapur,77.8702,28.7178
India,Uttar Pradesh,Hardoi,80.1525,27.3344
India,Uttar Pradesh,Hathras,78.144,27.5761
India,Uttar Pradesh,Jalaun,79.3797,26.0963
India,Uttar Pradesh,Jaunpur,82.5671,25.7492
India,Uttar Pradesh,Jhansi,78.9464,25.5106
India,Uttar Pradesh,Kannauj,79.6785,27.0177
India,Uttar Pradesh,Kanpur Dehat,79.8467,26.445
India,Uttar Pradesh,Kanpur Nagar,80.2023,26.3924
India,Uttar Pradesh,Kasganj,78.8368,27.7822
India,Uttar Pradesh,Kaushambi,81.459,25.4915
India,Uttar Pradesh,Kushinagar,83.9253,26.8647
India,Uttar Pradesh,Lakhimpur Kheri,80.6565,28.1276
India,Uttar Pradesh,Lalitpur,78.5554,24.658
India,Uttar Pradesh,Lucknow,80.897,26.8467
India,Uttar Pradesh,Maharajganj,83.5008,27.1881
India,Uttar Pradesh,Mahoba,79.6927,25.3524
India,Uttar Pradesh,Mainpuri,79.044,27.1864
India,Uttar Pradesh,Mathura,77.6208,27.6006
India,Uttar Pradesh,Mau,83.5028,26.0354
India,Uttar Pradesh,Meerut,77.7836,29.0416
India,Uttar Pradesh,Mirzapur,82.6109,24.9878
India,Uttar Pradesh,Moradabad,78.7817,28.8782
India,Uttar Pradesh,Muzaffarnagar,77.7278,29.4177
India,Uttar Pradesh,Pilibhit,79.9504,28.5478
India,Uttar Pradesh,Pratapgarh,81.8225,25.8764
India,Uttar Pradesh,Rae Bareli,81.1256,26.2305
India,Uttar Pradesh,Rampur,79.094,28.8016
India,Uttar Pradesh,Saharanpur,77.5353,29.9547
India,Uttar Pradesh,Sambhal,78.5276,28.4541
India,Uttar Pradesh,Sant Kabir Nagar,83.0301,26.7479
India,Uttar Pradesh,Sant Ravi Das Nagar,82.4556,25.351
India,Uttar Pradesh,Shahjahanpur,79.8342,27.9817
India,Uttar Pradesh,Shamli,77.2765,29.4996
India,Uttar Pradesh,Shravasti,81.8158,27.6784
India,Uttar Pradesh,Siddharth Nagar,82.8603,27.2328
India,Uttar Pradesh,Sitapur,80.847,27.5232
India,Uttar Pradesh,Sonbhadra,83.0455,24.4036
India,Uttar Pradesh,Sultanpur,82.2174,26.2471
India,Uttar Pradesh,Unnao,80.55,26.6143
India,Uttar Pradesh,Varanasi,82.909,25.3906
India,Uttarakhand,Almora,79.489,29.6952
India,Uttarakhand,Bageshwar,79.846,29.997
India,Uttarakhand,Chamoli,79.5583,30.4985
India,Uttarakhand,Champawat,80.0617,29.3031
India,Uttarakhand,Dehradun,77.9598,30.4686
India,Uttarakhand,Garhwal,78.7567,29.8987
India,Uttarakhand,Hardwar,77.9887,29.8773
India,Uttarakhand,Nainital,79.455,29.3168
India,Uttarakhand,Pithoragarh,80.3336,30.1119
India,Uttarakhand,Rudraprayag,79.0985,30.5948
India,Uttarakhand,Tehri Garhwal,78.5698,30.4429
India,Uttarakhand,Udham Singh Nagar,79.4992,29.043
India,Uttarakhand,Uttarkashi,78.5892,30.9782
India,West Bengal,Alipurduar,89.4611,26.633
India,West Bengal,Bankura,87.13,23.1382
India,West Bengal,Barddhaman,87.7633,23.4253
India,West Bengal,Birbhum,87.6616,23.9517
India,West Bengal,Dakshin Dinajpur,88.5947,25.3613
India,West Bengal,Darjiling,88.3924,26.9144
India,West Bengal,Haora,88.0646,22.5237
India,West Bengal,Hugli,88.0759,22.8816
India,West Bengal,Jalpaiguri,88.7639,26.6862
India,West Bengal,Koch Bihar,89.3413,26.2922
India,West Bengal,Kolkata,88.3523,22.5517
India,West Bengal,Maldah,88.0876,25.1358
India,West Bengal,Murshidabad,88.2294,24.1616
India,West Bengal,Nadia,88.5172,23.4768
India,West Bengal,North 24 Parganas,88.7783,22.4637
India,West Bengal,Pashchim Medinipur,87.2624,22.4104
India,West Bengal,Purba Medinipur,87.7743,22.0267
India,West Bengal,Puruliya,86.4126,23.275
India,West Bengal,South 24 Parganas,88.4161,22.1143
India,West Bengal,Uttar Dinajpur,88.1572,25.8739
Pakistan,Azad Kashmir,Bagh,73.8859,33.9732
Pakistan,Azad Kashmir,Bhimber,74.1131,33.0169
Pakistan,Azad Kashmir,Kotli,73.886,33.4573
Pakistan,Azad Kashmir,Mirpur,73.7069,33.2195
Pakistan,Azad Kashmir,Muzaffarabad,73.6622,34.3077
Pakistan,Azad Kashmir,Neelum,74.4646,34.8289
Pakistan,Azad Kashmir,Poonch,73.7954,33.8138
Pakistan,Azad Kashmir,Sudhnati,73.6912,33.7091
Pakistan,Baluchistan,Awaran,65.3597,26.2653
Pakistan,Baluchistan,Disputed Area 1,66.0653,25.9093
Pakistan,Baluchistan,Disputed Area 2,67.0069,26.6618
Pakistan,Baluchistan,Kalat,66.4496,28.7852
Pakistan,Baluchistan,Kharan,64.6405,27.9555
Pakistan,Baluchistan,Khuzdar,66.7013,27.5
Pakistan,Baluchistan,Lasbela,66.653,25.8119
Pakistan,Baluchistan,Mastung,67.0136,29.5921
Pakistan,Baluchistan,Gwadar,63.1646,25.4165
Pakistan,Baluchistan,Kech,63.0714,26.0169
Pakistan,Baluchistan,Panjgur,64.1895,26.7471
Pakistan,Baluchistan,Bolan,67.7334,29.1856
Pakistan,Baluchistan,Jafarabad,68.149,28.2755
Pakistan,Baluchistan,Jhal Magsi,67.5532,28.3866
Pakistan,Baluchistan,Nasirabad,68.1337,28.6208
Pakistan,Baluchistan,Chagai,63.5799,29.0332
Pakistan,Baluchistan,Pishin,67.0836,30.6562
Pakistan,Baluchistan,Qilla Abdullah,66.7707,30.8948
Pakistan,Baluchistan,Quetta,66.7705,30.1331
Pakistan,Baluchistan,Dera Bugti,69.0274,28.9501
Pakistan,Baluchistan,Kholu,68.8289,29.5841
Pakistan,Baluchistan,Sibi,67.9162,29.889
Pakistan,Baluchistan,Ziarat,67.5518,30.4256
Pakistan,Baluchistan,Barkhan,69.5973,29.9588
Pakistan,Baluchistan,Loralai,68.7489,30.3078
Pakistan,Baluchistan,Musakhel,69.8657,30.845
Pakistan,Baluchistan,Qilla Saifullah,68.355,30.8954
Pakistan,Baluchistan,Zhob,69.0127,31.4162
Pakistan,F.A.T.A.,Bajaur,71.5027,34.7507
Pakistan,F.A.T.A.,Khyber,71.0608,33.9565
Pakistan,F.A.T.A.,Kurram,70.3402,33.7052
Pakistan,F.A.T.A.,Largha Shirani,70.1118,31.5516
Pakistan,F.A.T.A.,Mohmand,71.3552,34.4577
Pakistan,F.A.T.A.,N. Waziristan,69.9947,32.9498
Pakistan,F.A.T.A.,Orakzai,71.0134,33.6993
Pakistan,F.A.T.A.,S. Waziristan,69.8458,32.3933
Pakistan,F.C.T.,Islamabad,73.0667,33.6692
Pakistan,N.W.F.P.,Bannu,70.6708,32.9148
Pakistan,N.W.F.P.,Lakki Marwat,70.8418,32.5913
Pakistan,N.W.F.P.,Dera Ismail Khan,70.6831,31.8671
Pakistan,N.W.F.P.,Tank,70.3902,32.2482
Pakistan,N.W.F.P.,Adam Khel,71.6361,33.678
Pakistan,N.W.F.P.,Bhittani,70.2728,32.4642
Pakistan,N.W.F.P.,Abbottabad,73.2529,34.1227
Pakistan,N.W.F.P.,Battagram,73.1485,34.8074
Pakistan,N.W.F.P.,Haripur,72.8967,33.9988
Pakistan,N.W.F.P.,Kohistan,73.1892,35.3486
Pakistan,N.W.F.P.,Mansehra,73.4119,34.7014
Pakistan,N.W.F.P.,Hangu,70.8705,33.4408
Pakistan,N.W.F.P.,Karak,71.1282,33.1511
Pakistan,N.W.F.P.,Kohat,71.5651,33.4631
Pakistan,N.W.F.P.,Chitral,72.2366,36.2275
Pakistan,N.W.F.P.,Dir,71.9818,35.1368
Pakistan,N.W.F.P.,Malakand P.A.,71.9004,34.5401
Pakistan,N.W.F.P.,Shangla,72.7267,34.8093
Pakistan,N.W.F.P.,Swat,72.4611,35.2547
Pakistan,N.W.F.P.,Buner,72.512,34.4584
Pakistan,N.W.F.P.,Mardan,72.0966,34.3096
Pakistan,N.W.F.P.,Swabi,72.4683,34.1364
Pakistan,N.W.F.P.,Charsadda,71.737,34.2447
Pakistan,N.W.F.P.,Nowshera,71.9769,33.9218
Pakistan,N.W.F.P.,Peshawar,71.5632,33.9747
Pakistan,Northern Areas,Chilas,74.3164,35.4165
Pakistan,Northern Areas,Gilgit,74.2971,36.3749
Pakistan,Northern Areas,Gilgit (Tribal Territory),73.6961,35.7581
Pakistan,Northern Areas,Kargil,75.6364,35.3848
Pakistan,Northern Areas,Kupwara (Gilgit Wazarat),74.9979,35.2789
Pakistan,Northern Areas,Ladakh (Leh),76.665,35.3606
Pakistan,Punjab,Bahawalnagar,73.0632,29.6429
Pakistan,Punjab,Bahawalpur,71.7347,28.8124
Pakistan,Punjab,Rahimyar Khan,70.5129,28.3981
Pakistan,Punjab,Dera Ghazi Kha,70.2345,30.0733
Pakistan,Punjab,Layyah,71.248,30.9814
Pakistan,Punjab,Muzaffargarh,71.0286,30.0257
Pakistan,Punjab,Rajanpur,70.1625,29.1372
Pakistan,Punjab,Faisalabad,73.1212,31.2357
Pakistan,Punjab,Jhang,72.3404,31.3143
Pakistan,Punjab,Toba Tek Singh,72.5276,30.8787
Pakistan,Punjab,Gujarat,73.4281,32.4349
Pakistan,Punjab,Gujranwala 1,74.1345,32.0453
Pakistan,Punjab,Gujranwala 2,73.9569,32.3293
Pakistan,Punjab,Gujrat,73.9609,32.7276
Pakistan,Punjab,Hafizabad,73.496,32.0261
Pakistan,Punjab,Narowal 1,75.0887,32.2667
Pakistan,Punjab,Narowal 2,74.7678,32.124
Pakistan,Punjab,Sialkot,74.494,32.4301
Pakistan,Punjab,Kasur,74.1349,31.0455
Pakistan,Punjab,Lahore,74.3541,31.4682
Pakistan,Punjab,Nankana Sahib,73.6377,31.4837
Pakistan,Punjab,Okara,73.4887,30.8858
Pakistan,Punjab,Okara 1,73.788,30.6037
Pakistan,Punjab,Sheikhupura,74.1104,31.7291
Pakistan,Punjab,Khanewal,72.0159,30.3563
Pakistan,Punjab,Lodhran,71.7314,29.6432
Pakistan,Punjab,Multan,71.4102,29.8998
Pakistan,Punjab,Pakpattan,73.2181,30.3012
Pakistan,Punjab,Sahiwal,72.8731,30.537
Pakistan,Punjab,Vehari,72.3771,29.9864
Pakistan,Punjab,Attok,72.2992,33.4835
Pakistan,Punjab,Chakwal,72.5062,32.8937
Pakistan,Punjab,Jhelum,73.2739,32.8339
Pakistan,Punjab,Rawalpindi,73.1605,33.4749
Pakistan,Punjab,Bhakkar,71.407,31.6539
Pakistan,Punjab,Khushab,72.0704,32.172
Pakistan,Punjab,Mianwali,71.5248,32.6628
Pakistan,Punjab,Sargodha,72.7186,32.1003
Pakistan,Sind,Badin,68.8643,24.7201
Pakistan,Sind,Dadu,67.551,26.8277
Pakistan,Sind,Hyderabad,68.5308,25.3759
Pakistan,Sind,Jamshoro,67.8097,25.6625
Pakistan,Sind,Matiari,68.4119,25.875
Pakistan,Sind,Tando Allahyar,68.4699,24.9836
Pakistan,Sind,Tando M. Khan,68.8128,25.4708
Pakistan,Sind,Thatta,67.9695,24.4931
Pakistan,Sind,Karachi Central,67.0358,24.9532
Pakistan,Sind,Karachi East,67.1139,24.8923
Pakistan,Sind,Karachi South,67.0388,24.8338
Pakistan,Sind,Karachi west,66.9598,24.9991
Pakistan,Sind,Malir,67.2995,25.1393
Pakistan,Sind,Jakobabad,68.5994,28.2338
Pakistan,Sind,Kashmore,69.3105,28.2689
Pakistan,Sind,Larkana,67.8547,27.616
Pakistan,Sind,Shikarpur,68.6337,27.9252
Pakistan,Sind,Mirphurkhas,69.4278,25.4441
Pakistan,Sind,Mithi,70.1937,24.7835
Pakistan,Sind,Sanghar,69.3189,25.9455
Pakistan,Sind,Umerkot,69.7441,25.2292
Pakistan,Sind,Rann of Kutch,68.8808,27.437
Pakistan,Sind,Ghotki,69.6757,27.8327
Pakistan,Sind,Khairpur,69.0866,26.8236
Pakistan,Sind,Naushahro Firoz,68.1413,26.8978
Pakistan,Sind,Nawab Shah,68.3581,26.3572
Pakistan,Sind,Sukkur,69.2008,27.5144
