ID,Date,Link,Country,State,District,Lon,Lat,Keyword,Source,WeekNumber,Type
107,24-01-22,https://iiwbr.icar.gov.in/wp-content/uploads/2022/02/Wheat-Health-Newsletter-Jan-2022.pdf,India,Maharashtra,Ahmadnagar,74.6455,19.2332,leaf+rust+Agra+local+lalbahadur,iiwbr newsletter,4,leaf rust
108,24-01-22,https://iiwbr.icar.gov.in/wp-content/uploads/2022/02/Wheat-Health-Newsletter-Jan-2022.pdf,India,Maharashtra,Satara,74.1811,17.6678,leaf+rust+Agra+local+lalbahadur,iiwbr newsletter,4,leaf rust
109,05-02-22,https://www.thenews.com.pk/print/930954-experts-warn-of-disease-attack-on-wheat-crop,Pakistan,Punjab,Multan,71.4102,29.8998,rust+yellow+black+rust+stemps+brown,thenews,5,stem rust
110,08-02-22,https://www.thenews.com.pk/print/931720-premature-rust-attack-may-worsen-punjab-wheat-woes,Pakistan,Punjab,Muzaffargarh,71.0286,30.0257,brown+leaf+yellow+stripe+rust+Anaj-2017+ Abdul Sattar 2002+Fakhr-e-Bhakhar+Faisalabad-2008+Akbar-2019+TD-1+Shafaq-2006.,thenews,6,"leaf, yellow rust"
111,08-02-22,https://www.thenews.com.pk/print/931720-premature-rust-attack-may-worsen-punjab-wheat-woes,Pakistan,Punjab,Rajanpur,70.1625,29.1372,brown+leaf+yellow+stripe+rust+Anaj-2017+ Abdul Sattar 2002+Fakhr-e-Bhakhar+Faisalabad-2008+Akbar-2019+TD-1+Shafaq-2006.,thenews,6,"leaf, yellow rust"
112,08-02-22,https://www.thenews.com.pk/print/931720-premature-rust-attack-may-worsen-punjab-wheat-woes,Pakistan,Punjab,Bahawalpur,71.7347,28.8124,brown+leaf+yellow+stripe+rust+Anaj-2017+ Abdul Sattar 2002+Fakhr-e-Bhakhar+Faisalabad-2008+Akbar-2019+TD-1+Shafaq-2006.,thenews,6,"leaf, yellow rust"
113,08-02-22,https://www.thenews.com.pk/print/931720-premature-rust-attack-may-worsen-punjab-wheat-woes,Pakistan,Punjab,Dera Ghazi Kha,70.2345,30.0733,brown+leaf+yellow+stripe+rust+Anaj-2017+ Abdul Sattar 2002+Fakhr-e-Bhakhar+Faisalabad-2008+Akbar-2019+TD-1+Shafaq-2006.,thenews,6,"leaf, yellow rust"
114,08-02-22,https://www.thenews.com.pk/print/931720-premature-rust-attack-may-worsen-punjab-wheat-woes,Pakistan,Punjab,Rahimyar Khan,70.5129,28.3981,brown+leaf+yellow+stripe+rust+Anaj-2017+ Abdul Sattar 2002+Fakhr-e-Bhakhar+Faisalabad-2008+Akbar-2019+TD-1+Shafaq-2006.,thenews,6,"leaf, yellow rust"
115,11-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Himachal Pradesh,Kangra,76.3022,32.1103,HD2967,iiwbr newsletter,6,yellow rust
116,14-02-22,https://www.dawn.com/news/1674952,Pakistan,Punjab,Bahawalpur,71.7347,28.8124,rust+attack,dawn,7,not specified
117,14-02-22,https://www.dawn.com/news/1674952,Pakistan,Punjab,Khanewal,72.0159,30.3563,rust+attack,dawn,7,not specified
118,14-02-22,https://www.dawn.com/news/1674952,Pakistan,Punjab,Bahawalnagar,73.0632,29.6429,rust+attack,dawn,7,not specified
119,16-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Maharashtra,Dhule,74.605,21.1115,No Info,iiwbr newsletter,7,leaf rust
120,17-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Haryana,Yamunanagar,77.3303,30.2575,HD2967+SW-23(Syngenta),iiwbr newsletter,7,yellow rust
121,17-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Himachal Pradesh,Kangra,76.3022,32.1103,No Info,iiwbr newsletter,7,yellow rust
122,20-02-22,https://www.tribuneindia.com/news/haryana/first-case-of-yellow-rust-found-in-yamunanagar-village-371427,India,Haryana,Yamunanagar,77.3303,30.2575,yellow+rust+mamil+village,tribuneindia,7,yellow rust
123,22-02-22,https://www.tribuneindia.com/news/haryana/yellow-rust-scare-jandhera-farmers-told-to-be-vigilant-372239,India,Haryana,Kurukshetra,76.8297,30.0499,yellow+rust+an+acre+propiconazole,tribuneindia,8,yellow rust
124,22-02-22,https://www.tribuneindia.com/news/punjab/prolonged-cold-wave-to-boost-wheat-yield-experts-372843,India,Punjab,Moga,75.158,30.7671,yellow+rust+1-2 quintals+HD2967+HD3086+fungicides,tribuneindia,8,yellow rust
125,22-02-22,https://www.tribuneindia.com/news/punjab/prolonged-cold-wave-to-boost-wheat-yield-experts-372843,India,Punjab,Rupnagar,76.4728,31.0625,yellow+rust+1-2 quintals+HD2967+HD3086+fungicides,tribuneindia,8,yellow rust
126,23-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Madhya Pradesh,Dewas,76.4543,22.7485,Local variety,iiwbr newsletter,8,leaf rust
127,25-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Himachal Pradesh,Kangra,76.3022,32.1103,UP 2380+HD3086,iiwbr newsletter,8,yellow rust
128,26-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Haryana,Karnal,76.8809,29.6969,No Info,iiwbr newsletter,8,yellow rust
129,26-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Punjab,Rupnagar,76.4728,31.0625,HD2967+HD3086+HD3226+DBW187+DBW222+Barbat+Shri Ram 272,iiwbr newsletter,8,yellow rust
130,28-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Maharashtra,Pune,74.0766,18.5705,Local variety,iiwbr newsletter,9,leaf rust
131,28-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Maharashtra,Ahmadnagar,74.6455,19.2332,Local variety,iiwbr newsletter,9,leaf rust
132,28-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Maharashtra,Nashik,74.0778,20.26,Local variety,iiwbr newsletter,9,leaf rust
133,28-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Maharashtra,Dhule,74.605,21.1115,Local variety,iiwbr newsletter,9,leaf rust
134,28-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Maharashtra,Jalgaon,75.4913,20.9374,Local variety,iiwbr newsletter,9,leaf rust
135,28-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Maharashtra,Aurangabad,75.2759,20.0227,Local variety,iiwbr newsletter,9,leaf rust
136,28-02-22,https://www.researchgate.net/publication/359199389_Wheat_Crop_Health_Newsletter_February_2022_Volume_2741-8,India,Maharashtra,Solapur,75.4852,17.7888,Local variety,iiwbr newsletter,9,leaf rust
